Accession,Character,Value
U8134-128,Awned,A
U8134-128,Chaff,bright
U8134-128,Height,short
U8134-128,Species,aestivum
U8134-13,Hardness,H
U8134-13,Growth habit,W
U8134-13,Color,R
U8134-13,Awned,A
U8134-13,Chaff,bronze
U8134-13,Height,short
U8134-13,Species,aestivum
U8134-130,Hardness,H
U8134-130,Growth habit,W
U8134-130,Color,R
U8134-130,Awned,A
U8134-130,Chaff,bright
U8134-130,Height,short
U8134-130,Species,aestivum
U8134-131,Hardness,H
U8134-131,Growth habit,W
U8134-131,Color,R
U8134-131,Awned,A
U8134-131,Chaff,bright
U8134-131,Height,short
U8134-131,Species,aestivum
U8134-132,Hardness,H
U8134-132,Growth habit,W
U8134-132,Color,R
U8134-132,Awned,A
U8134-132,Chaff,bright
U8134-132,Height,short
U8134-132,Species,aestivum
U8134-133,Hardness,H
U8134-133,Growth habit,W
U8134-133,Color,R
U8134-133,Awned,A
U8134-133,Chaff,bronze
U8134-133,Height,short
U8134-133,Species,aestivum
U8134-134,Hardness,H
U8134-134,Growth habit,W
U8134-134,Color,R
U8134-134,Awned,A
U8134-134,Chaff,bronze
U8134-134,Height,short
U8134-134,Species,aestivum
U8134-135,Hardness,H
U8134-135,Growth habit,W
U8134-135,Color,R
U8134-135,Awned,A
U8134-135,Chaff,bronze
U8134-135,Height,short
U8134-135,Species,aestivum
U8134-136,Hardness,H
U8134-136,Growth habit,W
U8134-136,Color,R
U8134-136,Awned,A
U8134-136,Chaff,bright
U8134-136,Height,short
U8134-136,Species,aestivum
U8134-137,Hardness,H
U8134-137,Growth habit,W
U8134-137,Color,R
U8134-137,Awned,A
U8134-137,Chaff,bright
U8134-137,Height,short
U8134-137,Species,aestivum
U8134-138,Hardness,H
U8134-138,Growth habit,W
U8134-138,Color,R
U8134-138,Awned,A
U8134-138,Chaff,bronze
U8134-138,Height,short
U8134-138,Species,aestivum
U8134-139,Hardness,H
U8134-139,Growth habit,W
U8134-139,Color,R
U8134-139,Awned,A
U8134-139,Chaff,bright
U8134-139,Height,short
U8134-139,Species,aestivum
U8134-14,Hardness,H
U8134-14,Growth habit,W
U8134-14,Color,R
U8134-14,Awned,A
U8134-14,Chaff,bright
U8134-14,Height,short
U8134-14,Species,aestivum
U8134-140,Hardness,H
U8134-140,Growth habit,W
U8134-140,Color,R
U8134-140,Awned,A
U8134-140,Chaff,bright
U8134-140,Height,short
U8134-140,Species,aestivum
U8134-141,Hardness,H
U8134-141,Growth habit,W
U8134-141,Color,R
U8134-141,Awned,A
U8134-141,Chaff,bright
U8134-141,Height,short
U8134-141,Species,aestivum
U8134-141B,Hardness,H
U8134-141B,Growth habit,W
U8134-141B,Color,R
U8134-141B,Awned,A
U8134-141B,Chaff,bronze
U8134-141B,Height,short
U8134-141B,Species,aestivum
U8134-147,Hardness,H
U8134-147,Growth habit,W
U8134-147,Color,R
U8134-147,Awned,A
U8134-147,Chaff,bright
U8134-147,Height,short
U8134-147,Species,aestivum
U8134-148,Hardness,H
U8134-148,Growth habit,W
U8134-148,Color,R
U8134-148,Awned,A
U8134-148,Chaff,bronze
U8134-148,Height,short
U8134-148,Species,aestivum
U8134-149,Hardness,H
U8134-149,Growth habit,W
U8134-149,Color,R
U8134-149,Awned,A
U8134-149,Chaff,bronze
U8134-149,Height,short
U8134-149,Species,aestivum
U8134-15,Hardness,H
U8134-15,Growth habit,W
U8134-15,Color,R
U8134-15,Awned,A
U8134-15,Chaff,bronze
U8134-15,Height,short
U8134-15,Species,aestivum
U8134-150,Hardness,H
U8134-150,Growth habit,W
U8134-150,Color,R
U8134-150,Awned,A
U8134-150,Chaff,bright
U8134-150,Height,short
U8134-150,Species,aestivum
U8134-151,Hardness,H
U8134-151,Growth habit,W
U8134-151,Color,R
U8134-151,Awned,A
U8134-151,Chaff,bronze
U8134-151,Height,short
U8134-151,Species,aestivum
U8134-152,Hardness,H
U8134-152,Growth habit,W
U8134-152,Color,R
U8134-152,Awned,A
U8134-152,Chaff,bronze
U8134-152,Height,short
U8134-152,Species,aestivum
U8134-153,Hardness,H
U8134-153,Growth habit,W
U8134-153,Color,R
U8134-153,Awned,A
U8134-153,Chaff,bronze
U8134-153,Height,short
U8134-153,Species,aestivum
U8134-155,Hardness,H
U8134-155,Growth habit,W
U8134-155,Color,R
U8134-155,Awned,A
U8134-155,Chaff,bright
U8134-155,Height,short
U8134-155,Species,aestivum
U8134-156,Hardness,H
U8134-156,Growth habit,W
U8134-156,Color,R
U8134-156,Awned,A
U8134-156,Chaff,bright
U8134-156,Height,short
U8134-156,Species,aestivum
U8134-157,Hardness,H
U8134-157,Growth habit,W
U8134-157,Color,R
U8134-157,Awned,A
U8134-157,Chaff,bronze
U8134-157,Height,short
U8134-157,Species,aestivum
U8134-158,Hardness,H
U8134-158,Growth habit,W
U8134-158,Color,R
U8134-158,Awned,A
U8134-158,Chaff,bronze
U8134-158,Height,short
U8134-158,Species,aestivum
U8134-159,Hardness,H
U8134-159,Growth habit,W
U8134-159,Color,R
U8134-159,Awned,A
U8134-159,Chaff,bright
U8134-159,Height,short
U8134-159,Species,aestivum
U8134-16,Hardness,H
U8134-16,Growth habit,W
U8134-16,Color,R
U8134-16,Awned,A
U8134-16,Chaff,bronze
U8134-16,Height,short
U8134-16,Species,aestivum
U8134-160,Hardness,H
U8134-160,Growth habit,W
U8134-160,Color,R
U8134-160,Awned,A
U8134-160,Chaff,bronze
U8134-160,Height,short
U8134-160,Species,aestivum
U8134-163,Hardness,H
U8134-163,Growth habit,W
U8134-163,Color,R
U8134-163,Awned,A
U8134-163,Chaff,bronze
U8134-163,Height,short
U8134-163,Species,aestivum
U8134-164B,Hardness,H
U8134-164B,Growth habit,W
U8134-164B,Color,R
U8134-164B,Awned,A
U8134-164B,Chaff,bronze
U8134-164B,Height,short
U8134-164B,Species,aestivum
U8134-167B,Hardness,H
U8134-167B,Growth habit,W
U8134-167B,Color,R
U8134-167B,Awned,A
U8134-167B,Chaff,bronze
U8134-167B,Height,short
U8134-167B,Species,aestivum
U8134-168,Hardness,H
U8134-168,Growth habit,W
U8134-168,Color,R
U8134-168,Awned,A
U8134-168,Chaff,bright
U8134-168,Height,short
U8134-168,Species,aestivum
U8134-17,Hardness,H
U8134-17,Growth habit,W
U8134-17,Color,R
U8134-17,Awned,A
U8134-17,Chaff,bronze
U8134-17,Height,short
U8134-17,Species,aestivum
U8134-170,Hardness,H
U8134-170,Growth habit,W
U8134-170,Color,R
U8134-170,Awned,A
U8134-170,Chaff,bright
U8134-170,Height,short
U8134-170,Species,aestivum
U8134-172,Hardness,H
U8134-172,Growth habit,W
U8134-172,Color,R
U8134-172,Awned,A
U8134-172,Chaff,bronze
U8134-172,Height,short
U8134-172,Species,aestivum
U8134-173,Hardness,H
U8134-173,Growth habit,W
U8134-173,Color,R
U8134-173,Awned,A
U8134-173,Chaff,bronze
U8134-173,Height,short
U8134-173,Species,aestivum
U8134-174,Hardness,H
U8134-174,Growth habit,W
U8134-174,Color,R
U8134-174,Awned,A
U8134-174,Chaff,bronze
U8134-174,Height,short
U8134-174,Species,aestivum
U8134-175,Hardness,H
U8134-175,Growth habit,W
U8134-175,Color,R
U8134-175,Awned,A
U8134-175,Chaff,bronze
U8134-175,Height,short
U8134-175,Species,aestivum
U8134-176,Hardness,H
U8134-176,Growth habit,W
U8134-176,Color,R
U8134-176,Awned,A
U8134-176,Chaff,bright
U8134-176,Height,short
U8134-176,Species,aestivum
U8134-177,Hardness,H
U8134-177,Growth habit,W
U8134-177,Color,R
U8134-177,Awned,A
U8134-177,Chaff,bronze
U8134-177,Height,short
U8134-177,Species,aestivum
U8134-177B,Hardness,H
U8134-177B,Growth habit,W
U8134-177B,Color,R
U8134-177B,Awned,A
U8134-177B,Chaff,bronze
U8134-177B,Height,short
U8134-177B,Species,aestivum
U8134-178,Hardness,H
U8134-178,Growth habit,W
U8134-178,Color,R
U8134-178,Awned,A
U8134-178,Chaff,bronze
U8134-178,Height,short
U8134-178,Species,aestivum
U8134-179,Hardness,H
U8134-179,Growth habit,W
U8134-179,Color,R
U8134-179,Awned,A
U8134-179,Chaff,bronze
U8134-179,Height,short
U8134-179,Species,aestivum
U8134-18,Hardness,H
U8134-18,Growth habit,W
U8134-18,Color,R
U8134-18,Awned,A
U8134-18,Chaff,bronze
U8134-18,Height,short
U8134-18,Species,aestivum
U8134-180,Hardness,H
U8134-180,Growth habit,W
U8134-180,Color,R
U8134-180,Awned,A
U8134-180,Chaff,bright
U8134-180,Height,short
U8134-180,Species,aestivum
U8134-180B,Hardness,H
U8134-180B,Growth habit,W
U8134-180B,Color,R
U8134-180B,Awned,A
U8134-180B,Chaff,bright
U8134-180B,Height,short
U8134-180B,Species,aestivum
U8134-182,Hardness,H
U8134-182,Growth habit,W
U8134-182,Color,R
U8134-182,Awned,A
U8134-182,Chaff,bright
U8134-182,Height,short
U8134-182,Species,aestivum
U8134-182B,Hardness,H
U8134-182B,Growth habit,W
U8134-182B,Color,R
U8134-182B,Awned,A
U8134-182B,Chaff,bronze
U8134-182B,Height,short
U8134-182B,Species,aestivum
U8134-184,Hardness,H
U8134-184,Growth habit,W
U8134-184,Color,R
U8134-184,Awned,A
U8134-184,Chaff,bright
U8134-184,Height,short
U8134-184,Species,aestivum
U8134-185,Hardness,H
U8134-185,Growth habit,W
U8134-185,Color,R
U8134-185,Awned,A
U8134-185,Chaff,bright
U8134-185,Height,short
U8134-185,Species,aestivum
U8134-186,Hardness,H
U8134-186,Growth habit,W
U8134-186,Color,R
U8134-186,Awned,A
U8134-186,Chaff,bright
U8134-186,Height,short
U8134-186,Species,aestivum
U8134-189,Hardness,H
U8134-189,Growth habit,W
U8134-189,Color,R
U8134-189,Awned,A
U8134-189,Chaff,bronze
U8134-189,Height,short
U8134-189,Species,aestivum
U8134-19,Hardness,H
U8134-19,Growth habit,W
U8134-19,Color,R
U8134-19,Awned,A
U8134-19,Chaff,bright
U8134-19,Height,short
U8134-19,Species,aestivum
U8134-190,Hardness,H
U8134-190,Growth habit,W
U8134-190,Color,R
U8134-190,Awned,A
U8134-190,Chaff,bronze
U8134-190,Height,short
U8134-190,Species,aestivum
U8134-193B,Hardness,H
U8134-193B,Growth habit,W
U8134-193B,Color,R
U8134-193B,Awned,A
U8134-193B,Chaff,bright
U8134-193B,Height,short
U8134-193B,Species,aestivum
U8134-195,Hardness,H
U8134-195,Growth habit,W
U8134-195,Color,R
U8134-195,Awned,A
U8134-195,Chaff,bright
U8134-195,Height,short
U8134-195,Species,aestivum
U8134-197,Hardness,H
U8134-197,Growth habit,W
U8134-197,Color,R
U8134-197,Awned,A
U8134-197,Chaff,bright
U8134-197,Height,short
U8134-197,Species,aestivum
U8134-198,Hardness,H
U8134-198,Growth habit,W
U8134-198,Color,R
U8134-198,Awned,A
U8134-198,Chaff,bronze
U8134-198,Height,short
U8134-198,Species,aestivum
U8134-199,Hardness,H
U8134-199,Growth habit,W
U8134-199,Color,R
U8134-199,Awned,A
U8134-199,Chaff,bright
U8134-199,Height,short
U8134-199,Species,aestivum
U8134-2,Hardness,H
U8134-2,Growth habit,W
U8134-2,Color,R
U8134-2,Awned,A
U8134-2,Chaff,bright
U8134-2,Height,short
U8134-2,Species,aestivum
U8134-20,Hardness,H
U8134-20,Growth habit,W
U8134-20,Color,R
U8134-20,Awned,A
U8134-20,Chaff,bronze
U8134-20,Height,short
U8134-20,Species,aestivum
U8134-200,Hardness,H
U8134-200,Growth habit,W
U8134-200,Color,R
U8134-200,Awned,A
U8134-200,Chaff,bright
U8134-200,Height,short
U8134-200,Species,aestivum
U8134-21,Hardness,H
U8134-21,Growth habit,W
U8134-21,Color,R
U8134-21,Awned,A
U8134-21,Chaff,bright
U8134-21,Height,short
U8134-21,Species,aestivum
U8134-211,Hardness,H
U8134-211,Growth habit,W
U8134-211,Color,R
U8134-211,Awned,A
U8134-211,Chaff,bronze
U8134-211,Height,short
U8134-211,Species,aestivum
U8134-212,Hardness,H
U8134-212,Growth habit,W
U8134-212,Color,R
U8134-212,Awned,A
U8134-212,Chaff,bright
U8134-212,Height,short
U8134-212,Species,aestivum
U8134-212B,Hardness,H
U8134-212B,Growth habit,W
U8134-212B,Color,R
U8134-212B,Awned,A
U8134-212B,Chaff,bright
U8134-212B,Height,short
U8134-212B,Species,aestivum
U8134-216,Hardness,H
U8134-216,Growth habit,W
U8134-216,Color,R
U8134-216,Awned,A
U8134-216,Chaff,bright
U8134-216,Height,short
U8134-216,Species,aestivum
U8134-228,Hardness,H
U8134-228,Growth habit,W
U8134-228,Color,R
U8134-228,Awned,A
U8134-228,Chaff,bright
U8134-228,Height,short
U8134-228,Species,aestivum
U8134-23,Hardness,H
U8134-23,Growth habit,W
U8134-23,Color,R
U8134-23,Awned,A
U8134-23,Chaff,bronze
U8134-23,Height,short
U8134-23,Species,aestivum
U8134-232,Hardness,H
U8134-232,Growth habit,W
U8134-232,Color,R
U8134-232,Awned,A
U8134-232,Chaff,bright
U8134-232,Height,short
U8134-232,Species,aestivum
U8134-232B,Hardness,H
U8134-232B,Growth habit,W
U8134-232B,Color,R
U8134-232B,Awned,A
U8134-232B,Chaff,bronze
U8134-232B,Height,short
U8134-232B,Species,aestivum
U8134-234,Hardness,H
U8134-234,Growth habit,W
U8134-234,Color,R
U8134-234,Awned,A
U8134-234,Chaff,bright
U8134-234,Height,short
U8134-234,Species,aestivum
U8134-24,Hardness,H
U8134-24,Growth habit,W
U8134-24,Color,R
U8134-24,Awned,A
U8134-24,Chaff,bright
U8134-24,Height,short
U8134-24,Species,aestivum
U8134-257,Hardness,H
U8134-257,Growth habit,W
U8134-257,Color,R
U8134-257,Awned,A
U8134-257,Chaff,bright
U8134-257,Height,short
U8134-257,Species,aestivum
U8134-26,Hardness,H
U8134-26,Growth habit,W
U8134-26,Color,R
U8134-26,Awned,A
U8134-26,Chaff,bronze
U8134-26,Height,short
U8134-26,Species,aestivum
U8134-261,Hardness,H
U8134-261,Growth habit,W
U8134-261,Color,R
U8134-261,Awned,A
U8134-261,Chaff,bright
U8134-261,Height,short
U8134-261,Species,aestivum
U8134-266,Hardness,H
U8134-266,Growth habit,W
U8134-266,Color,R
U8134-266,Awned,A
U8134-266,Chaff,bright
U8134-266,Height,short
U8134-266,Species,aestivum
U8134-267,Hardness,H
U8134-267,Growth habit,W
U8134-267,Color,R
U8134-267,Awned,A
U8134-267,Chaff,bright
U8134-267,Height,short
U8134-267,Species,aestivum
U8134-27,Hardness,H
U8134-27,Growth habit,W
U8134-27,Color,R
U8134-27,Awned,A
U8134-27,Chaff,bright
U8134-27,Height,short
U8134-27,Species,aestivum
U8134-28,Hardness,H
U8134-28,Growth habit,W
U8134-28,Color,R
U8134-28,Awned,A
U8134-28,Chaff,bright
U8134-28,Height,short
U8134-28,Species,aestivum
U8134-29,Hardness,H
U8134-29,Growth habit,W
U8134-29,Color,R
U8134-29,Awned,A
U8134-29,Chaff,bronze
U8134-29,Height,short
U8134-29,Species,aestivum
U8134-29B,Hardness,H
U8134-29B,Growth habit,W
U8134-29B,Color,R
U8134-29B,Awned,A
U8134-29B,Chaff,bronze
U8134-29B,Height,short
U8134-29B,Species,aestivum
U8134-3,Hardness,H
U8134-3,Growth habit,W
U8134-3,Color,R
U8134-3,Awned,A
U8134-3,Chaff,bronze
U8134-3,Height,short
U8134-3,Species,aestivum
U8134-30,Hardness,H
U8134-30,Growth habit,W
U8134-30,Color,R
U8134-30,Awned,A
U8134-30,Chaff,bronze
U8134-30,Height,short
U8134-30,Species,aestivum
U8134-31,Hardness,H
U8134-31,Growth habit,W
U8134-31,Color,R
U8134-31,Awned,A
U8134-31,Chaff,bright
U8134-31,Height,short
U8134-31,Species,aestivum
U8134-32,Hardness,H
U8134-32,Growth habit,W
U8134-32,Color,R
U8134-32,Awned,A
U8134-32,Chaff,bronze
U8134-32,Height,short
U8134-32,Species,aestivum
U8134-33,Hardness,H
U8134-33,Growth habit,W
U8134-33,Color,R
U8134-33,Awned,A
U8134-33,Chaff,bright
U8134-33,Height,short
U8134-33,Species,aestivum
U8134-34,Hardness,H
U8134-34,Growth habit,W
U8134-34,Color,R
U8134-34,Awned,A
U8134-34,Chaff,bronze
U8134-34,Height,short
U8134-34,Species,aestivum
U8134-35,Hardness,H
U8134-35,Growth habit,W
U8134-35,Color,R
U8134-35,Awned,A
U8134-35,Chaff,bright
U8134-35,Height,short
U8134-35,Species,aestivum
U8134-35B,Hardness,H
U8134-35B,Growth habit,W
U8134-35B,Color,R
U8134-35B,Awned,A
U8134-35B,Chaff,bronze
U8134-35B,Height,short
U8134-35B,Species,aestivum
U8134-36,Hardness,H
U8134-36,Growth habit,W
U8134-36,Color,R
U8134-36,Awned,A
U8134-36,Chaff,bright
U8134-36,Height,short
U8134-36,Species,aestivum
U8134-37,Hardness,H
U8134-37,Growth habit,W
U8134-37,Color,R
U8134-37,Awned,A
U8134-37,Chaff,bronze
U8134-37,Height,short
U8134-37,Species,aestivum
U8134-38,Hardness,H
U8134-38,Growth habit,W
U8134-38,Color,R
U8134-38,Awned,A
U8134-38,Chaff,bronze
U8134-38,Height,short
U8134-38,Species,aestivum
U8134-39,Hardness,H
U8134-39,Growth habit,W
U8134-39,Color,R
U8134-39,Awned,A
U8134-39,Chaff,bright
U8134-39,Height,short
U8134-39,Species,aestivum
U8134-4,Hardness,H
U8134-4,Growth habit,W
U8134-4,Color,R
U8134-4,Awned,A
U8134-4,Chaff,bronze
U8134-4,Height,short
U8134-4,Species,aestivum
U8134-40,Hardness,H
U8134-40,Growth habit,W
U8134-40,Color,R
U8134-40,Awned,A
U8134-40,Chaff,bronze
U8134-40,Height,short
U8134-40,Species,aestivum
U8134-40B,Hardness,H
U8134-40B,Growth habit,W
U8134-40B,Color,R
U8134-40B,Awned,A
U8134-40B,Chaff,bronze
U8134-40B,Height,short
U8134-40B,Species,aestivum
U8134-41,Hardness,H
U8134-41,Growth habit,W
U8134-41,Color,R
U8134-41,Awned,A
U8134-41,Chaff,bright
U8134-41,Height,short
U8134-41,Species,aestivum
U8134-42,Hardness,H
U8134-42,Growth habit,W
U8134-42,Color,R
U8134-42,Awned,A
U8134-42,Chaff,bronze
U8134-42,Height,short
U8134-42,Species,aestivum
U8134-43,Hardness,H
U8134-43,Growth habit,W
U8134-43,Color,R
U8134-43,Awned,A
U8134-43,Chaff,bronze
U8134-43,Height,short
U8134-43,Species,aestivum
U8134-44,Hardness,H
U8134-44,Growth habit,W
U8134-44,Color,R
U8134-44,Awned,A
U8134-44,Chaff,bronze
U8134-44,Height,short
U8134-44,Species,aestivum
U8134-45,Hardness,H
U8134-45,Growth habit,W
U8134-45,Color,R
U8134-45,Awned,A
U8134-45,Chaff,bronze
U8134-45,Height,short
U8134-45,Species,aestivum
U8134-46,Hardness,H
U8134-46,Growth habit,W
U8134-46,Color,R
U8134-46,Awned,A
U8134-46,Chaff,bronze
U8134-46,Height,short
U8134-46,Species,aestivum
U8134-47,Hardness,H
U8134-47,Growth habit,W
U8134-47,Color,R
U8134-47,Awned,A
U8134-47,Chaff,bronze
U8134-47,Height,short
U8134-47,Species,aestivum
U8134-48,Hardness,H
U8134-48,Growth habit,W
U8134-48,Color,R
U8134-48,Awned,A
U8134-48,Chaff,bronze
U8134-48,Height,short
U8134-48,Species,aestivum
U8134-49,Hardness,H
U8134-49,Growth habit,W
U8134-49,Color,R
U8134-49,Awned,A
U8134-49,Chaff,bronze
U8134-49,Height,short
U8134-49,Species,aestivum
U8134-50,Hardness,H
U8134-50,Growth habit,W
U8134-50,Color,R
U8134-50,Awned,A
U8134-50,Chaff,bronze
U8134-50,Height,short
U8134-50,Species,aestivum
U8134-50B,Hardness,H
U8134-50B,Growth habit,W
U8134-50B,Color,R
U8134-50B,Awned,A
U8134-50B,Chaff,bronze
U8134-50B,Height,short
U8134-50B,Species,aestivum
U8134-52,Hardness,H
U8134-52,Growth habit,W
U8134-52,Color,R
U8134-52,Awned,A
U8134-52,Chaff,bright
U8134-52,Height,short
U8134-52,Species,aestivum
U8134-53,Hardness,H
U8134-53,Growth habit,W
U8134-53,Color,R
U8134-53,Awned,A
U8134-53,Chaff,bronze
U8134-53,Height,short
U8134-53,Species,aestivum
U8134-54,Hardness,H
U8134-54,Growth habit,W
U8134-54,Color,R
U8134-54,Awned,A
U8134-54,Chaff,bronze
U8134-54,Height,short
U8134-54,Species,aestivum
U8134-55,Hardness,H
U8134-55,Growth habit,W
U8134-55,Color,R
U8134-55,Awned,A
U8134-55,Chaff,bronze
U8134-55,Height,short
U8134-55,Species,aestivum
U8134-56,Hardness,H
U8134-56,Growth habit,W
U8134-56,Color,R
U8134-56,Awned,A
U8134-56,Chaff,bronze
U8134-56,Height,short
U8134-56,Species,aestivum
U8134-57,Hardness,H
U8134-57,Growth habit,W
U8134-57,Color,R
U8134-57,Awned,A
U8134-57,Chaff,bronze
U8134-57,Height,short
U8134-57,Species,aestivum
U8134-58,Hardness,H
U8134-58,Growth habit,W
U8134-58,Color,R
U8134-58,Awned,A
U8134-58,Chaff,bronze
U8134-58,Height,short
U8134-58,Species,aestivum
U8134-60,Hardness,H
U8134-60,Growth habit,W
U8134-60,Color,R
U8134-60,Awned,A
U8134-60,Chaff,bronze
U8134-60,Height,short
U8134-60,Species,aestivum
U8134-61,Hardness,H
U8134-61,Growth habit,W
U8134-61,Color,R
U8134-61,Awned,A
U8134-61,Chaff,bronze
U8134-61,Height,short
U8134-61,Species,aestivum
U8134-63,Hardness,H
U8134-63,Growth habit,W
U8134-63,Color,R
U8134-63,Awned,A
U8134-63,Chaff,bright
U8134-63,Height,short
U8134-63,Species,aestivum
U8134-64,Hardness,H
U8134-64,Growth habit,W
U8134-64,Color,R
U8134-64,Awned,A
U8134-64,Chaff,bright
U8134-64,Height,short
U8134-64,Species,aestivum
U8134-65,Hardness,H
U8134-65,Growth habit,W
U8134-65,Color,R
U8134-65,Awned,A
U8134-65,Chaff,bronze
U8134-65,Height,short
U8134-65,Species,aestivum
U8134-66,Hardness,H
U8134-66,Growth habit,W
U8134-66,Color,R
U8134-66,Awned,A
U8134-66,Chaff,bronze
U8134-66,Height,short
U8134-66,Species,aestivum
U8134-67,Hardness,H
U8134-67,Growth habit,W
U8134-67,Color,R
U8134-67,Awned,A
U8134-67,Chaff,bright
U8134-67,Height,short
U8134-67,Species,aestivum
U8134-68,Hardness,H
U8134-68,Growth habit,W
U8134-68,Color,R
U8134-68,Awned,A
U8134-68,Chaff,bright
U8134-68,Height,short
U8134-68,Species,aestivum
U8134-69,Hardness,H
U8134-69,Growth habit,W
U8134-69,Color,R
U8134-69,Awned,A
U8134-69,Chaff,bright
U8134-69,Height,short
U8134-69,Species,aestivum
U8134-71,Hardness,H
U8134-71,Growth habit,W
U8134-71,Color,R
U8134-71,Awned,A
U8134-71,Chaff,bright
U8134-71,Height,short
U8134-71,Species,aestivum
U8134-72,Hardness,H
U8134-72,Growth habit,W
U8134-72,Color,R
U8134-72,Awned,A
U8134-72,Chaff,bright
U8134-72,Height,short
U8134-72,Species,aestivum
U8134-74,Hardness,H
U8134-74,Growth habit,W
U8134-74,Color,R
U8134-74,Awned,A
U8134-74,Chaff,bronze
U8134-74,Height,short
U8134-74,Species,aestivum
U8134-76,Hardness,H
U8134-76,Growth habit,W
U8134-76,Color,R
U8134-76,Awned,A
U8134-76,Chaff,bronze
U8134-76,Height,short
U8134-76,Species,aestivum
U8134-77,Hardness,H
U8134-77,Growth habit,W
U8134-77,Color,R
U8134-77,Awned,A
U8134-77,Chaff,bright
U8134-77,Height,short
U8134-77,Species,aestivum
U8134-78,Hardness,H
U8134-78,Growth habit,W
U8134-78,Color,R
U8134-78,Awned,A
U8134-78,Chaff,bright
U8134-78,Height,short
U8134-78,Species,aestivum
U8134-8,Hardness,H
U8134-8,Growth habit,W
U8134-8,Color,R
U8134-8,Awned,A
U8134-8,Chaff,bronze
U8134-8,Height,short
U8134-8,Species,aestivum
U8134-81,Hardness,H
U8134-81,Growth habit,W
U8134-81,Color,R
U8134-81,Awned,A
U8134-81,Chaff,bright
U8134-81,Height,short
U8134-81,Species,aestivum
U8134-83,Hardness,H
U8134-83,Growth habit,W
U8134-83,Color,R
U8134-83,Awned,A
U8134-83,Chaff,bright
U8134-83,Height,short
U8134-83,Species,aestivum
U8134-83B,Hardness,H
U8134-83B,Growth habit,W
U8134-83B,Color,R
U8134-83B,Awned,A
U8134-83B,Chaff,bronze
U8134-83B,Height,short
U8134-83B,Species,aestivum
U8134-84,Hardness,H
U8134-84,Growth habit,W
U8134-84,Color,R
U8134-84,Awned,A
U8134-84,Chaff,bronze
U8134-84,Height,short
U8134-84,Species,aestivum
U8134-85,Hardness,H
U8134-85,Growth habit,W
U8134-85,Color,R
U8134-85,Awned,A
U8134-85,Chaff,bright
U8134-85,Height,short
U8134-85,Species,aestivum
U8134-86,Hardness,H
U8134-86,Growth habit,W
U8134-86,Color,R
U8134-86,Awned,A
U8134-86,Chaff,bronze
U8134-86,Height,short
U8134-86,Species,aestivum
U8134-89,Hardness,H
U8134-89,Growth habit,W
U8134-89,Color,R
U8134-89,Awned,A
U8134-89,Chaff,bright
U8134-89,Height,short
U8134-89,Species,aestivum
U8134-9,Hardness,H
U8134-9,Growth habit,W
U8134-9,Color,R
U8134-9,Awned,A
U8134-9,Chaff,bronze
U8134-9,Height,short
U8134-9,Species,aestivum
U8134-90,Hardness,H
U8134-90,Growth habit,W
U8134-90,Color,R
U8134-90,Awned,A
U8134-90,Chaff,bronze
U8134-90,Height,short
U8134-90,Species,aestivum
U8134-92,Hardness,H
U8134-92,Growth habit,W
U8134-92,Color,R
U8134-92,Awned,A
U8134-92,Chaff,bright
U8134-92,Height,short
U8134-92,Species,aestivum
U8134-95,Hardness,H
U8134-95,Growth habit,W
U8134-95,Color,R
U8134-95,Awned,A
U8134-95,Chaff,bronze
U8134-95,Height,short
U8134-95,Species,aestivum
U8134-96B,Hardness,H
U8134-96B,Growth habit,W
U8134-96B,Color,R
U8134-96B,Awned,A
U8134-96B,Chaff,bronze
U8134-96B,Height,short
U8134-96B,Species,aestivum
U8134-97,Hardness,H
U8134-97,Growth habit,W
U8134-97,Color,R
U8134-97,Awned,A
U8134-97,Chaff,bronze
U8134-97,Height,short
U8134-97,Species,aestivum
U8134-97B,Hardness,H
U8134-97B,Growth habit,W
U8134-97B,Color,R
U8134-97B,Awned,A
U8134-97B,Chaff,bronze
U8134-97B,Height,short
U8134-97B,Species,aestivum
U8134-99,Hardness,H
U8134-99,Growth habit,W
U8134-99,Color,R
U8134-99,Awned,A
U8134-99,Chaff,bright
U8134-99,Height,short
U8134-99,Species,aestivum
UBILEINA_III,Growth habit,S
UBILEINA_III,Rht-B1b,A
UBILEINA_III,Rht-D1b,A
UBILEINA_III,Ppd-D1a,A
UBILEINA_III,Species,aestivum
UC1036,Hardness,H
UC1036,Growth habit,S
UC1036,Color,R
UC1036,Species,aestivum
UC1041_YR5_YR15_2NS_GPC_LR47,Species,aestivum
UC1107,Growth habit,S
UC1107,Species,aestivum
UC1110,Hardness,H
UC1110,Growth habit,S
UC1110,Color,W
UC1110,Awned,A
UC1110,Height,short
UC1110,Species,aestivum
UC1128,Growth habit,S
UC1128,Species,aestivum
UC1296,Growth habit,S
UC1296,Species,aestivum
UC1395_LR34_YR18,Hardness,H
UC1395_LR34_YR18,Growth habit,S
UC1395_LR34_YR18,Color,W
UC1395_LR34_YR18,Awned,A
UC1395_LR34_YR18,Height,short
UC1395_LR34_YR18,Species,aestivum
UC1396_LR34_YR18,Hardness,H
UC1396_LR34_YR18,Growth habit,S
UC1396_LR34_YR18,Color,W
UC1396_LR34_YR18,Awned,A
UC1396_LR34_YR18,Height,short
UC1396_LR34_YR18,Species,aestivum
UC1494_MIWOK,Growth habit,S
